init done.
53	|	12
53	|	13
53	|	14
53	|	16
53	|	17
53	|	18
53	|	19
53	|	20
53	|	21
53	|	22
53	|	23
53	|	24
53	|	25
53	|	26
53	|	27
53	|	28
53	|	29
53	|	30
53	|	31
53	|	32
53	|	33
53	|	34
53	|	35
53	|	37
53	|	38
53	|	39
53	|	40
53	|	41
53	|	42
53	|	43
53	|	44
53	|	45
53	|	47
53	|	48
53	|	49
53	|	50
53	|	51
53	|	52
53	|	53
53	|	54
53	|	55
53	|	57
53	|	58
53	|	59
54	|	0
54	|	1
54	|	2
54	|	3
54	|	4
54	|	5
54	|	6
54	|	7
54	|	8
54	|	9
54	|	10
54	|	11
54	|	12
54	|	13
54	|	14
54	|	15
54	|	16
54	|	17
54	|	18
54	|	19
54	|	20
54	|	21
54	|	22
54	|	23
54	|	24
54	|	25
54	|	26
54	|	27
54	|	28
54	|	29
54	|	30
54	|	31
54	|	32
54	|	33
54	|	34
54	|	35
54	|	36
54	|	37
54	|	38
54	|	39
54	|	40
54	|	41
54	|	42
54	|	43
54	|	44
54	|	45
54	|	46
54	|	47
54	|	48
54	|	49
54	|	50
54	|	51
54	|	52
54	|	53
54	|	54
54	|	55
54	|	56
54	|	57
54	|	58
54	|	59
54	|	60
54	|	61
54	|	62
56	|	0
56	|	1
56	|	2
56	|	3
56	|	4
56	|	6
56	|	7
56	|	9
56	|	10
56	|	11
56	|	13
56	|	14
56	|	15
56	|	16
56	|	17
56	|	18
56	|	19
56	|	20
56	|	21
56	|	23
56	|	24
56	|	25
56	|	26
56	|	27
56	|	28
56	|	30
56	|	31
56	|	33
56	|	34
56	|	35
56	|	36
56	|	37
56	|	38
56	|	40
56	|	41
56	|	42
57	|	0
57	|	1
57	|	2
57	|	3
57	|	4
57	|	5
57	|	6
57	|	7
57	|	8
57	|	9
57	|	10
57	|	11
57	|	12
57	|	13
57	|	14
57	|	15
57	|	16
57	|	17
57	|	18
57	|	19
57	|	20
57	|	21
59	|	0
59	|	1
59	|	2
59	|	3
59	|	4
59	|	5
59	|	6
59	|	7
59	|	8
59	|	9
59	|	10
59	|	11
59	|	12
59	|	13
59	|	14
59	|	15
59	|	16
59	|	17
59	|	18
59	|	19
59	|	20
59	|	21
59	|	23
59	|	24
59	|	25
59	|	26
59	|	27
59	|	28
59	|	29
59	|	30
59	|	31
59	|	32
59	|	33
59	|	34
59	|	35
59	|	36
59	|	37
59	|	38
59	|	39
59	|	40
59	|	41
59	|	42
59	|	43
60	|	0
60	|	2
60	|	3
60	|	5
60	|	6
60	|	7
60	|	8
60	|	9
60	|	10
60	|	11
60	|	12
60	|	13
60	|	14
60	|	15
60	|	16
60	|	17
60	|	19
60	|	20
60	|	21
60	|	22
60	|	23
60	|	24
60	|	26
60	|	27
60	|	29
60	|	30
60	|	31
60	|	32
60	|	33
60	|	34
60	|	36
60	|	37
60	|	38
60	|	39
60	|	40
60	|	41
60	|	42
60	|	43
60	|	44
60	|	45
60	|	46
62	|	0
62	|	1
62	|	2
62	|	3
62	|	4
62	|	5
62	|	6
62	|	7
62	|	8
62	|	9
62	|	10
62	|	11
62	|	12
62	|	13
62	|	14
62	|	15
62	|	16
62	|	17
62	|	18
62	|	19
62	|	20
62	|	21
62	|	22
62	|	23
62	|	24
62	|	25
62	|	26
62	|	27
62	|	28
62	|	29
62	|	30
62	|	31
62	|	32
62	|	33
62	|	34
62	|	35
62	|	36
62	|	37
62	|	38
62	|	39
62	|	40
62	|	41
62	|	42
62	|	43
62	|	44
62	|	45
62	|	46
62	|	47
63	|	0
63	|	2
63	|	3
63	|	5
63	|	6
63	|	7
63	|	9
63	|	10
63	|	11
63	|	12
63	|	13
63	|	14
63	|	15
63	|	16
63	|	17
63	|	18
63	|	19
63	|	20
63	|	21
63	|	22
63	|	23
63	|	24
63	|	25
63	|	26
63	|	27
63	|	29
63	|	30
63	|	31
63	|	33
63	|	34
63	|	35
63	|	36
63	|	37
63	|	38
63	|	39
63	|	40
63	|	41
63	|	42
63	|	43
63	|	44
63	|	45
63	|	46
63	|	47
63	|	48
63	|	49
63	|	50
63	|	51
63	|	52
63	|	53
63	|	54
63	|	55
63	|	56
63	|	57
63	|	58
63	|	60
63	|	61
63	|	62
63	|	63
63	|	64
63	|	65
63	|	67
63	|	68
63	|	69
63	|	70
63	|	71
63	|	72
63	|	74
63	|	75
63	|	76
63	|	77
69	|	0
69	|	1
69	|	2
69	|	3
69	|	4
69	|	5
69	|	6
69	|	7
69	|	8
69	|	9
69	|	10
69	|	11
69	|	12
70	|	0
70	|	1
70	|	2
70	|	3
70	|	4
70	|	5
70	|	6
70	|	7
70	|	8
70	|	9
70	|	10
70	|	11
70	|	12
70	|	13
70	|	14
70	|	15
70	|	16
70	|	17
70	|	18
70	|	19
70	|	20
70	|	21
70	|	22
70	|	23
70	|	25
70	|	26
70	|	27
70	|	28
70	|	29
70	|	30
70	|	32
70	|	33
70	|	34
70	|	35
70	|	36
70	|	37
70	|	38
70	|	39
70	|	40
70	|	41
70	|	42
70	|	43
70	|	44
70	|	45
70	|	46
70	|	47
70	|	48
70	|	49
70	|	50
70	|	51
70	|	52
70	|	53
70	|	54
70	|	55
70	|	56
70	|	57
70	|	58
70	|	59
70	|	60
70	|	61
70	|	63
70	|	64
70	|	65
70	|	66
70	|	67
70	|	68
70	|	69
71	|	0
71	|	1
71	|	2
71	|	3
71	|	4
71	|	5
71	|	6
71	|	7
71	|	8
71	|	9
71	|	11
71	|	12
71	|	14
71	|	15
71	|	16
71	|	17
71	|	18
71	|	19
71	|	21
71	|	22
71	|	24
71	|	25
71	|	26
71	|	28
71	|	29
71	|	30
71	|	31
71	|	32
71	|	33
71	|	35
71	|	36
71	|	37
71	|	38
71	|	39
71	|	40
71	|	41
71	|	42
71	|	43
71	|	45
71	|	46
71	|	47
71	|	48
71	|	49
71	|	50
71	|	52
71	|	53
71	|	55
72	|	0
72	|	1
72	|	2
72	|	3
72	|	4
72	|	6
72	|	7
72	|	8
72	|	9
72	|	10
72	|	11
72	|	13
72	|	14
72	|	15
72	|	16
72	|	17
72	|	18
72	|	19
72	|	20
72	|	21
72	|	23
72	|	24
72	|	25
72	|	27
72	|	28
72	|	30
72	|	31
72	|	32
72	|	34
72	|	35
72	|	37
72	|	38
72	|	39
72	|	40
72	|	41
72	|	42
75	|	0
75	|	1
75	|	2
75	|	3
75	|	4
75	|	6
75	|	7
75	|	8
75	|	9
75	|	10
75	|	11
75	|	12
75	|	13
75	|	14
75	|	15
75	|	16
75	|	17
75	|	18
75	|	20
75	|	21
75	|	22
75	|	23
75	|	24
75	|	25
75	|	26
75	|	27
75	|	28
75	|	29
75	|	30
75	|	31
75	|	32
75	|	34
75	|	35
75	|	36
75	|	37
75	|	38
75	|	39
75	|	41
75	|	42
75	|	43
75	|	44
75	|	45
75	|	46
75	|	47
75	|	48
75	|	49
75	|	51
75	|	52
75	|	53
75	|	54
75	|	55
75	|	56
75	|	58
75	|	59
75	|	60
75	|	61
75	|	62
75	|	63
75	|	64
77	|	1
77	|	2
77	|	3
77	|	4
77	|	5
77	|	6
77	|	8
77	|	9
77	|	11
77	|	12
77	|	13
77	|	14
77	|	15
77	|	16
77	|	17
77	|	18
77	|	19
77	|	20
77	|	21
77	|	22
77	|	23
77	|	24
77	|	25
77	|	26
77	|	28
79	|	0
79	|	1
79	|	2
79	|	3
79	|	4
79	|	5
79	|	6
79	|	7
79	|	9
79	|	10
79	|	11
79	|	12
79	|	13
79	|	14
79	|	15
79	|	16
79	|	17
79	|	19
79	|	20
79	|	21
79	|	22
79	|	23
79	|	24
79	|	26
79	|	27
79	|	28
79	|	29
79	|	30
79	|	31
79	|	32
79	|	33
79	|	34
79	|	35
79	|	36
79	|	37
79	|	38
79	|	40
79	|	41
79	|	43
83	|	0
83	|	1
83	|	2
83	|	3
83	|	4
83	|	5
83	|	6
83	|	7
83	|	8
83	|	9
83	|	10
83	|	11
83	|	12
83	|	13
83	|	14
83	|	15
83	|	16
83	|	17
83	|	18
83	|	19
83	|	20
84	|	0
84	|	1
84	|	2
84	|	4
84	|	5
84	|	7
84	|	8
84	|	9
84	|	10
84	|	11
84	|	12
84	|	14
84	|	15
84	|	16
84	|	17
84	|	18
84	|	19
84	|	20
84	|	21
84	|	22
84	|	23
84	|	24
84	|	25
84	|	26
84	|	27
84	|	28
84	|	29
84	|	30
84	|	31
84	|	32
84	|	33
85	|	0
85	|	1
85	|	2
85	|	3
85	|	4
85	|	6
85	|	7
85	|	8
85	|	9
85	|	10
85	|	11
85	|	13
85	|	14
85	|	15
85	|	16
85	|	17
85	|	18
85	|	19
85	|	20
85	|	21
85	|	23
85	|	24
85	|	25
85	|	26
85	|	27
85	|	28
85	|	29
85	|	30
85	|	31
85	|	32
85	|	33
85	|	34
85	|	35
87	|	0
87	|	1
87	|	2
87	|	4
87	|	5
87	|	6
87	|	7
87	|	8
87	|	9
87	|	10
87	|	11
87	|	12
87	|	13
87	|	14
87	|	15
87	|	16
87	|	17
87	|	18
87	|	19
87	|	20
87	|	21
87	|	22
87	|	23
87	|	24
87	|	25
87	|	26
87	|	27
87	|	28
87	|	29
87	|	31
87	|	32
87	|	33
87	|	34
89	|	0
89	|	1
89	|	2
89	|	3
89	|	4
89	|	5
89	|	6
89	|	7
89	|	8
89	|	9
89	|	10
89	|	11
89	|	12
89	|	13
89	|	14
89	|	15
89	|	16
89	|	17
89	|	18
89	|	19
89	|	20
89	|	21
89	|	22
89	|	23
89	|	24
89	|	25
89	|	26
89	|	27
89	|	28
89	|	29
89	|	30
89	|	31
89	|	33
89	|	34
89	|	35
89	|	36
89	|	37
89	|	38
89	|	39
89	|	40
89	|	41
89	|	43
89	|	44
89	|	45
89	|	46
89	|	47
89	|	48
89	|	49
89	|	50
89	|	51
89	|	52
89	|	53
89	|	54
89	|	55
89	|	56
89	|	57
89	|	58
89	|	59
89	|	60
89	|	61
89	|	62
89	|	63
89	|	64
89	|	65
89	|	67
89	|	68
89	|	69
89	|	70
89	|	71
89	|	72
89	|	73
89	|	74
89	|	75
89	|	76
89	|	77
111	|	0
111	|	1
111	|	2
111	|	3
111	|	4
111	|	5
111	|	6
111	|	7
111	|	8
111	|	9
111	|	10
111	|	11
111	|	13
111	|	14
111	|	16
111	|	17
111	|	18
111	|	19
111	|	20
111	|	21
111	|	23
111	|	24
111	|	25
111	|	26
111	|	27
111	|	28
111	|	29
111	|	30
111	|	31
111	|	32
111	|	33
111	|	34
111	|	35
111	|	36
111	|	37
111	|	38
111	|	40
111	|	41
111	|	42
111	|	44
111	|	45
111	|	46
111	|	47
111	|	48
111	|	49
111	|	50
111	|	51
111	|	52
111	|	54
111	|	55
111	|	56
111	|	57
114	|	0
114	|	1
114	|	2
114	|	3
114	|	4
114	|	6
114	|	7
114	|	8
114	|	9
114	|	10
114	|	11
114	|	13
114	|	14
114	|	15
114	|	16
114	|	17
114	|	18
114	|	20
114	|	21
114	|	23
114	|	24
114	|	25
114	|	26
114	|	27
114	|	28
114	|	29
114	|	30
114	|	31
114	|	32
114	|	34
114	|	35
114	|	37
114	|	38
114	|	39
114	|	40
114	|	41
114	|	42
114	|	43
115	|	0
115	|	2
115	|	3
115	|	4
115	|	5
115	|	6
115	|	7
115	|	8
115	|	9
115	|	10
115	|	12
115	|	13
115	|	14
115	|	15
117	|	0
117	|	1
117	|	2
117	|	3
117	|	4
117	|	5
117	|	6
117	|	7
117	|	8
117	|	9
117	|	10
117	|	11
117	|	12
117	|	13
117	|	14
117	|	15
117	|	17
117	|	18
117	|	19
117	|	20
117	|	21
117	|	22
117	|	24
117	|	25
117	|	27
117	|	28
117	|	29
117	|	30
117	|	31
117	|	32
117	|	34
117	|	35
117	|	36
117	|	37
117	|	38
117	|	39
117	|	41
117	|	42
117	|	44
120	|	0
120	|	1
120	|	2
120	|	3
120	|	4
120	|	5
120	|	6
120	|	7
120	|	8
120	|	9
120	|	10
120	|	11
120	|	12
120	|	14
120	|	15
120	|	16
120	|	17
120	|	18
120	|	19
120	|	20
120	|	21
120	|	22
120	|	24
120	|	25
120	|	26
120	|	27
120	|	28
120	|	29
120	|	30
120	|	31
120	|	32
120	|	33
120	|	34
120	|	35
120	|	36
120	|	38
120	|	39
120	|	40
120	|	41
120	|	42
120	|	43
120	|	44
120	|	45
120	|	46
120	|	47
120	|	48
120	|	49
120	|	51
120	|	52
120	|	53
120	|	55
120	|	56
120	|	57
120	|	58
120	|	59
120	|	60
120	|	62
120	|	63
120	|	64
120	|	65
120	|	66
120	|	67
120	|	68
122	|	0
122	|	1
122	|	2
122	|	3
122	|	5
122	|	6
122	|	7
122	|	8
122	|	9
122	|	10
122	|	11
122	|	12
122	|	13
122	|	14
122	|	15
122	|	16
122	|	17
122	|	18
122	|	19
122	|	20
122	|	21
125	|	0
125	|	1
125	|	2
125	|	3
125	|	5
125	|	6
125	|	7
125	|	8
125	|	9
125	|	10
125	|	12
125	|	13
125	|	15
125	|	16
125	|	17
125	|	18
125	|	19
125	|	20
125	|	21
125	|	22
125	|	23
125	|	24
125	|	25
125	|	26
125	|	27
125	|	29
125	|	30
125	|	31
125	|	32
125	|	33
125	|	34
125	|	35
125	|	36
125	|	37
125	|	38
125	|	39
125	|	40
125	|	41
125	|	42
125	|	43
125	|	44
125	|	45
125	|	46
125	|	47
125	|	48
125	|	49
125	|	50
125	|	51
125	|	52
132	|	0
132	|	1
132	|	2
132	|	3
132	|	4
132	|	5
132	|	6
132	|	7
132	|	8
132	|	9
132	|	11
132	|	12
132	|	13
132	|	14
132	|	15
132	|	16
132	|	18
132	|	19
132	|	20
132	|	21
132	|	22
132	|	23
132	|	24
132	|	25
132	|	26
132	|	27
132	|	28
132	|	29
132	|	30
132	|	31
132	|	32
132	|	33
132	|	35
132	|	36
132	|	37
132	|	38
132	|	39
132	|	40
132	|	41
132	|	42
132	|	43
132	|	44
132	|	45
132	|	46
132	|	47
132	|	48
132	|	49
132	|	50
132	|	52
132	|	53
132	|	54
132	|	55
132	|	56
132	|	57
132	|	58
132	|	59
132	|	60
132	|	61
132	|	63
132	|	64
132	|	65
132	|	66
132	|	67
132	|	68
132	|	69
132	|	70
132	|	71
132	|	72
133	|	0
133	|	1
133	|	2
133	|	3
133	|	4
133	|	5
133	|	6
133	|	7
133	|	8
133	|	10
133	|	11
133	|	12
133	|	13
133	|	14
133	|	15
133	|	16
133	|	17
133	|	18
133	|	19
133	|	20
133	|	21
133	|	22
133	|	23
133	|	24
133	|	25
133	|	26
133	|	27
133	|	28
133	|	29
133	|	30
133	|	31
133	|	32
133	|	33
133	|	34
133	|	35
133	|	36
133	|	37
133	|	38
133	|	39
133	|	40
133	|	41
133	|	42
133	|	43
133	|	44
133	|	45
133	|	46
133	|	48
133	|	49
133	|	50
133	|	51
133	|	52
133	|	53
133	|	54
133	|	55
133	|	56
133	|	57
133	|	58
133	|	59
133	|	60
133	|	61
133	|	62
133	|	63
133	|	64
133	|	65
133	|	66
133	|	67
133	|	68
134	|	0
134	|	2
134	|	3
134	|	4
134	|	5
134	|	6
134	|	7
134	|	9
134	|	10
134	|	11
134	|	12
134	|	13
134	|	14
134	|	15
134	|	16
134	|	17
134	|	19
134	|	20
134	|	21
135	|	0
135	|	1
135	|	2
135	|	3
135	|	4
135	|	5
135	|	6
135	|	7
135	|	8
135	|	9
135	|	11
135	|	12
135	|	13
135	|	14
135	|	15
135	|	16
135	|	17
135	|	18
135	|	19
135	|	20
135	|	21
135	|	22
135	|	23
135	|	24
135	|	25
135	|	26
135	|	27
135	|	29
135	|	30
135	|	32
135	|	33
135	|	34
135	|	35
135	|	36
135	|	37
135	|	38
135	|	39
135	|	40
135	|	41
135	|	42
142	|	0
142	|	1
142	|	2
142	|	3
142	|	4
142	|	5
142	|	6
142	|	7
142	|	8
142	|	9
142	|	11
142	|	12
142	|	13
142	|	14
142	|	15
142	|	16
142	|	18
142	|	19
142	|	20
142	|	21
142	|	22
142	|	23
142	|	24
142	|	25
142	|	26
142	|	28
142	|	29
142	|	30
142	|	31
142	|	32
142	|	33
142	|	34
142	|	35
142	|	36
142	|	37
142	|	38
142	|	39
142	|	40
142	|	41
142	|	42
142	|	43
142	|	45
142	|	46
142	|	47
142	|	48
142	|	49
142	|	50
142	|	52
142	|	53
142	|	54
142	|	55
142	|	56
142	|	57
142	|	59
142	|	60
142	|	61
142	|	62
142	|	63
142	|	64
142	|	65
142	|	66
142	|	67
142	|	68
142	|	69
145	|	0
145	|	1
145	|	2
145	|	4
145	|	5
145	|	6
145	|	7
145	|	8
145	|	9
145	|	10
145	|	11
145	|	12
145	|	13
145	|	14
145	|	15
145	|	16
145	|	17
146	|	0
146	|	1
146	|	2
146	|	3
146	|	4
146	|	5
146	|	6
146	|	7
146	|	8
146	|	9
146	|	10
146	|	11
146	|	12
146	|	13
146	|	14
146	|	15
146	|	16
146	|	17
146	|	18
146	|	20
146	|	21
146	|	22
146	|	23
146	|	24
146	|	25
146	|	26
146	|	27
146	|	28
146	|	29
146	|	31
146	|	32
146	|	33
146	|	34
146	|	35
146	|	36
146	|	37
146	|	38
146	|	39
146	|	40
146	|	41
146	|	42
146	|	44
146	|	45
146	|	46
146	|	48
146	|	49
146	|	50
146	|	51
146	|	52
146	|	53
146	|	54
149	|	0
149	|	1
149	|	2
149	|	3
149	|	4
149	|	5
149	|	6
149	|	7
149	|	8
149	|	9
149	|	10
149	|	11
149	|	12
149	|	13
149	|	14
149	|	15
149	|	16
149	|	17
149	|	18
149	|	19
149	|	20
149	|	21
149	|	22
149	|	24
149	|	25
149	|	26
149	|	27
149	|	28
149	|	29
149	|	31
149	|	32
149	|	33
149	|	34
149	|	35
149	|	36
149	|	37
149	|	38
149	|	39
149	|	40
149	|	41
149	|	42
149	|	43
149	|	45
149	|	46
149	|	47
149	|	48
149	|	49
149	|	50
149	|	51
149	|	52
149	|	53
149	|	54
149	|	55
149	|	56
149	|	57
149	|	58
149	|	59
149	|	60
149	|	61
149	|	62
149	|	63
149	|	64
149	|	65
149	|	66
149	|	67
149	|	69
149	|	70
149	|	71
149	|	72
149	|	73
149	|	74
149	|	75
152	|	0
152	|	1
152	|	2
152	|	3
152	|	4
152	|	5
152	|	6
152	|	7
152	|	8
152	|	9
152	|	10
152	|	11
152	|	12
152	|	13
152	|	14
152	|	15
152	|	17
152	|	18
152	|	19
152	|	20
152	|	21
152	|	22
152	|	23
152	|	24
152	|	25
152	|	26
152	|	27
152	|	28
152	|	29
152	|	30
152	|	31
152	|	32
152	|	33
152	|	34
152	|	35
152	|	36
152	|	37
152	|	38
152	|	39
152	|	40
152	|	41
152	|	42
152	|	43
152	|	44
152	|	45
152	|	46
152	|	47
152	|	48
152	|	49
152	|	50
152	|	51
152	|	52
152	|	53
152	|	54
152	|	55
152	|	56
152	|	57
152	|	58
154	|	0
154	|	1
154	|	2
154	|	3
154	|	5
154	|	6
154	|	7
154	|	8
154	|	9
154	|	10
154	|	11
154	|	12
154	|	13
154	|	14
154	|	15
154	|	16
154	|	17
154	|	18
154	|	19
154	|	20
154	|	22
154	|	23
154	|	24
154	|	25
154	|	26
154	|	27
154	|	29
154	|	30
154	|	31
154	|	32
154	|	33
154	|	34
154	|	36
154	|	37
154	|	38
154	|	39
154	|	40
154	|	41
154	|	43
154	|	44
154	|	45
154	|	46
155	|	0
155	|	1
155	|	2
155	|	3
155	|	4
155	|	5
155	|	6
155	|	7
155	|	8
155	|	9
155	|	10
155	|	11
155	|	12
155	|	14
155	|	15
155	|	16
155	|	17
155	|	18
155	|	19
155	|	20
155	|	21
155	|	22
155	|	23
155	|	24
155	|	25
155	|	26
155	|	28
155	|	29
155	|	30
155	|	31
155	|	32
155	|	33
155	|	35
155	|	36
155	|	38
159	|	0
159	|	1
159	|	3
159	|	4
159	|	5
159	|	6
159	|	7
159	|	8
159	|	9
159	|	10
159	|	11
159	|	13
159	|	14
159	|	15
159	|	17
159	|	18
159	|	20
159	|	21
159	|	22
159	|	24
159	|	25
159	|	26
159	|	27
159	|	28
159	|	29
159	|	30
159	|	31
159	|	32
159	|	33
159	|	34
159	|	35
159	|	36
159	|	37
159	|	38
159	|	39
159	|	41
159	|	42
159	|	44
159	|	45
159	|	46
159	|	47
159	|	48
159	|	49
159	|	50
159	|	51
159	|	52
159	|	53
160	|	0
160	|	1
160	|	2
160	|	3
160	|	4
160	|	5
160	|	6
160	|	7
160	|	8
160	|	9
160	|	10
160	|	11
160	|	12
160	|	13
160	|	14
160	|	15
160	|	16
160	|	17
160	|	18
160	|	19
160	|	20
160	|	21
160	|	22
160	|	23
160	|	24
160	|	25
160	|	26
160	|	27
160	|	28
160	|	29
160	|	30
160	|	31
160	|	32
160	|	33
160	|	34
160	|	35
160	|	36
160	|	37
160	|	38
160	|	39
160	|	40
160	|	41
160	|	42
160	|	43
160	|	44
160	|	45
160	|	46
160	|	47
160	|	48
160	|	49
160	|	50
160	|	51
160	|	52
160	|	53
160	|	54
160	|	55
160	|	56
164	|	0
164	|	1
164	|	2
164	|	3
164	|	4
164	|	5
164	|	6
164	|	7
164	|	8
164	|	9
164	|	10
164	|	11
164	|	12
164	|	13
164	|	14
164	|	15
164	|	16
164	|	18
164	|	19
164	|	20
164	|	21
165	|	0
165	|	1
165	|	2
165	|	3
165	|	4
165	|	5
165	|	6
165	|	7
165	|	8
165	|	9
165	|	10
165	|	11
165	|	12
165	|	14
165	|	15
165	|	16
165	|	17
165	|	18
165	|	19
165	|	20
165	|	21
165	|	22
165	|	23
165	|	24
165	|	25
165	|	26
165	|	27
167	|	0
167	|	1
167	|	2
167	|	3
167	|	5
167	|	6
167	|	7
167	|	8
167	|	9
167	|	10
167	|	12
167	|	13
167	|	14
167	|	15
167	|	16
167	|	17
167	|	18
167	|	19
167	|	20
167	|	21
167	|	22
167	|	23
167	|	24
167	|	25
167	|	26
167	|	27
167	|	29
167	|	30
167	|	32
167	|	33
167	|	34
167	|	35
167	|	36
167	|	37
167	|	39
167	|	40
167	|	41
167	|	43
167	|	44
167	|	46
167	|	47
167	|	48
167	|	49
167	|	50
167	|	51
167	|	52
168	|	0
168	|	1
168	|	2
168	|	3
168	|	4
168	|	5
168	|	7
168	|	8
168	|	9
168	|	10
168	|	11
168	|	12
168	|	13
168	|	14
168	|	15
168	|	16
168	|	18
168	|	19
168	|	21
168	|	22
168	|	23
168	|	24
168	|	25
168	|	26
168	|	27
168	|	28
168	|	29
168	|	30
168	|	31
169	|	0
169	|	1
169	|	2
169	|	3
169	|	4
169	|	5
169	|	6
169	|	7
169	|	8
169	|	10
169	|	11
169	|	12
169	|	13
169	|	14
169	|	15
169	|	16
169	|	17
169	|	18
169	|	19
169	|	20
169	|	21
169	|	22
169	|	23
169	|	24
169	|	25
169	|	27
169	|	28
169	|	29
169	|	30
169	|	31
169	|	32
169	|	33
169	|	34
169	|	35
169	|	36
169	|	37
169	|	38
169	|	39
169	|	40
169	|	41
169	|	42
169	|	43
169	|	44
169	|	45
169	|	46
169	|	47
169	|	48
169	|	49
169	|	51
169	|	52
169	|	54
171	|	0
171	|	1
171	|	2
171	|	3
171	|	4
171	|	5
171	|	6
171	|	7
171	|	8
171	|	9
171	|	10
171	|	11
171	|	12
171	|	13
171	|	14
171	|	15
171	|	16
171	|	18
171	|	19
171	|	21
171	|	22
171	|	23
171	|	24
171	|	25
171	|	26
171	|	28
171	|	29
171	|	30
171	|	31
171	|	32
171	|	33
171	|	34
171	|	35
171	|	36
171	|	37
171	|	38
171	|	39
171	|	40
171	|	41
171	|	42
171	|	43
171	|	44
171	|	45
171	|	46
171	|	47
171	|	49
171	|	50
171	|	51
171	|	52
171	|	53
171	|	54
171	|	55
173	|	0
173	|	1
173	|	2
173	|	3
173	|	4
173	|	5
174	|	1
174	|	2
174	|	4
174	|	5
174	|	6
174	|	7
174	|	8
174	|	9
174	|	10
174	|	11
174	|	12
174	|	13
174	|	14
174	|	15
174	|	16
174	|	18
174	|	19
174	|	20
174	|	21
174	|	22
174	|	23
174	|	25
174	|	26
174	|	28
174	|	29
174	|	30
177	|	1
177	|	2
177	|	3
177	|	4
177	|	5
177	|	6
177	|	8
177	|	9
177	|	10
177	|	11
177	|	12
177	|	13
177	|	14
177	|	15
177	|	16
177	|	17
177	|	18
177	|	19
177	|	20
177	|	21
177	|	22
177	|	23
177	|	24
177	|	25
177	|	26
177	|	27
177	|	28
177	|	29
177	|	30
177	|	32
177	|	33
177	|	34
177	|	35
177	|	36
177	|	37
177	|	39
177	|	40
177	|	41
177	|	42
177	|	43
177	|	44
177	|	45
177	|	46
177	|	47
177	|	49
178	|	0
178	|	1
178	|	2
178	|	3
178	|	4
178	|	5
178	|	7
178	|	8
178	|	9
178	|	10
178	|	11
178	|	12
178	|	13
178	|	14
178	|	15
178	|	16
178	|	17
179	|	0
179	|	1
179	|	2
179	|	3
179	|	4
179	|	6
179	|	7
179	|	8
179	|	9
179	|	10
179	|	11
179	|	13
179	|	14
179	|	16
179	|	17
179	|	18
179	|	19
179	|	20
179	|	21
179	|	23
179	|	24
179	|	25
179	|	26
179	|	27
179	|	28
179	|	29
179	|	30
179	|	31
179	|	33
179	|	34
179	|	35
180	|	0
180	|	1
180	|	2
180	|	3
180	|	4
180	|	5
180	|	6
180	|	7
180	|	8
180	|	9
180	|	10
180	|	11
180	|	12
180	|	13
180	|	14
180	|	15
180	|	16
180	|	17
180	|	18
180	|	19
180	|	20
180	|	22
180	|	23
180	|	24
180	|	25
180	|	26
180	|	27
180	|	28
180	|	29
180	|	30
180	|	32
180	|	33
180	|	34
180	|	35
180	|	36
180	|	37
180	|	38
180	|	39
180	|	40
180	|	41
180	|	43
180	|	44
180	|	45
180	|	46
180	|	47
180	|	48
180	|	49
180	|	50
180	|	51
183	|	0
183	|	2
183	|	3
183	|	4
183	|	5
183	|	6
183	|	7
183	|	8
183	|	9
183	|	10
183	|	12
183	|	13
183	|	14
183	|	15
183	|	16
183	|	17
183	|	18
183	|	19
183	|	20
183	|	22
183	|	23
183	|	24
183	|	26
183	|	27
183	|	28
183	|	29
183	|	30
183	|	31
183	|	32
183	|	33
183	|	34
183	|	36
183	|	37
183	|	38
183	|	39
183	|	40
183	|	41
183	|	43
183	|	44
183	|	46
183	|	47
183	|	48
183	|	49
183	|	50
183	|	51
183	|	52
183	|	53
184	|	0
184	|	1
184	|	2
184	|	3
184	|	4
184	|	5
184	|	6
184	|	7
184	|	8
184	|	9
184	|	10
184	|	11
184	|	12
184	|	13
184	|	14
184	|	15
184	|	16
184	|	17
184	|	18
184	|	19
184	|	20
184	|	21
184	|	22
184	|	23
184	|	24
184	|	25
184	|	26
184	|	28
184	|	29
184	|	30
184	|	31
184	|	32
184	|	33
184	|	35
184	|	36
184	|	37
184	|	38
184	|	39
184	|	40
184	|	41
184	|	42
184	|	43
184	|	44
184	|	45
184	|	46
184	|	47
184	|	49
184	|	50
184	|	51
184	|	52
184	|	53
184	|	54
184	|	55
184	|	56
184	|	57
184	|	58
184	|	59
184	|	60
184	|	61
184	|	62
184	|	63
184	|	64
184	|	65
184	|	66
184	|	67
184	|	69
184	|	70
184	|	71
184	|	72
184	|	73
184	|	74
184	|	75
184	|	76
185	|	0
185	|	1
185	|	2
185	|	3
185	|	4
185	|	5
185	|	6
185	|	7
185	|	8
185	|	9
185	|	10
185	|	11
185	|	12
185	|	13
185	|	14
185	|	15
185	|	17
185	|	18
185	|	20
185	|	21
185	|	22
185	|	23
185	|	24
185	|	25
185	|	26
185	|	27
185	|	28
185	|	29
185	|	30
185	|	31
185	|	32
185	|	33
185	|	34
185	|	35
185	|	36
185	|	37
185	|	38
185	|	39
185	|	40
185	|	41
185	|	42
185	|	43
185	|	44
185	|	45
185	|	46
185	|	48
185	|	49
185	|	50
185	|	51
185	|	52
185	|	53
185	|	54
185	|	55
